SRC	REF	WRONG-REF	GENDER	ID
The final episode reunites all of the family together back in Fuddlewich—the four grandsons return by various means of transport to their childhood home, and they all encounter one brother, although none of them recognise the other.	تجمع الحلقة الأخيرة جميع أفراد الأسرة معًا في فدلويتش - يعود الأحفاد الأربعة بوسائل نقل مختلفة إلى منزل طفولتهم، ويلتقون كلهم بأخ واحد، على الرغم من أن لا أحد منهم تعرّف على الأخر.	تجمع الحلقة الأخيرة جميع أفراد الأسرة معًا في فدلويتش - تعود الحفيدات الأربع بوسائل نقل مختلفة إلى منزل طفولتهن، ويلتقين كلهن بأخت واحدة، على الرغم من أن لا واحدة منهن تعرّفت على الأخرى.	MASC	134
His career started in 1936 in the men's page department at the Dayton Herald.	بدأ مسيرته المهنية في عام 1936 في قسم صفحة الرجل في دايتون هيرالد.	بدأت مسيرتها المهنية في عام 1936 في قسم صفحة المرأة في دايتون هيرالد.	MASC	135
McAbee's father, in turn, was an auto mechanic and cowboy from Booneville, California.	وبدوره كان والد ماكأبي، ميكانيكي سيارات وراعي بقر من بونفيل في كاليفورنيا.	وبدورها كانت والدة ماكأبي، ميكانيكية سيارات وراعية بقر من بونفيل في كاليفورنيا.	MASC	136
At Diputación Zubiaur was responsible for culture and education; he took advantage of his position to promote Traditionalism and worked to turn Institución Príncipe de Viana, a provincial cultural and educational centre, into a Carlist outpost.	كان مسؤولا عن الثقافة والتعليم في Diputación Zubiaur، واستغل منصبه للترويج للمذهب التقليدي، وعمل على تحويل Institución Príncipe de Viana، وهو مركز ثقافي وتعليمي إقليمي، إلى موقع كارليست.	كانت مسؤولة عن الثقافة والتعليم في Diputación Zubiaur، واستغلت منصبها للترويج للمذهب التقليدي، وعملت على تحويل Institución Príncipe de Viana، وهو مركز ثقافي وتعليمي إقليمي، إلى موقع كارليست.	MASC	137
At home, Mr. Nichols was a member of the Harmonic Society, so the couple was involved in choral music of the English variety.	كان السيد نيكولز في بلاده عضوًا في جمعية الهارمونيك، لذلك شارك الزوجان في موسيقى الكورال من الفن الإنجليزي.	كانت السيدة نيكولز في بلادها عضوةً في جمعية الهارمونيك، لذلك شارك الزوجان في موسيقى الكورال من الفن الإنجليزي.	MASC	138
In 1975 he launched himself as a freelance gold/silversmith working in the basement in the house where he was living in the city centre.	في عام 1975، بدأ عمله كصائغ فضة وذهب مستقل من الطابق السفلي في المنزل الذي كان يعيش فيه في وسط المدينة.	في عام 1975، بدأت عملها كصائغة فضة وذهب مستقلة من الطابق السفلي في المنزل الذي كانت تعيش فيه في وسط المدينة.	MASC	139
They both fell in love with a beautiful local boy, grandson of an old tailor and known to everyone as the Little Seamster.	كلاهما وقعا في حب فتى محلي جميل، حفيد خياط عجوز ومعروف للجميع باسم الخياط الصغير.	كلاهما وقعا في حب فتاة محلية جميلة، حفيدة خياط عجوز ومعروفة للجميع باسم الخياطة الصغير.	MASC	140
Muscle & Fitness' contest coverage estimated Baxter gained 8 pounds of muscle, an amazing amount back then for a 5-3 male bodybuilder.	قدر تقرير مسابقة العضلات واللياقة البدنية أن باكستر اكتسب 8 أرطال من العضلات، وهو وزن مذهل في ذلك الوقت للاعب كمال أجسام بطول 5-3.	قدر تقرير مسابقة العضلات واللياقة البدنية أن باكستر اكتسبت 8 أرطال من العضلات، وهو وزن مذهل في ذلك الوقت للاعبة كمال أجسام بطول 5-3.	MASC	141
Yet, in the chaos following the murder, it appeared that the king's attempt to position himself as regent was not guaranteed.	ولكن، في ظل الفوضى التي أعقبت جريمة القتل، بدا أن محاولة الملك لوضع نفسه كوصي على العرش لم يكن مضمونًا.	ولكن، في ظل الفوضى التي أعقبت جريمة القتل، بدا أن محاولة الملكة لوضع نفسها كوصية على العرش لم يكن مضمونًا.	MASC	142
[B]ut he is such a bustling eager creature, so red & solid, & at the same time inquisitive, that one can’t help liking him.	لكنه مخلوق متحمس، وصاخب، وعصبي، وصلب للغاية، وفي نفس الوقت فضولي، بحيث لا يمكن للمرء إلا أن يعجب به.	لكنها مخلوقة متحمسة، وصاخبة، وعصبية، وصلبة للغاية، وفي نفس الوقت فضولية، بحيث لا يمكن للمرء إلا أن يعجب بها.	MASC	143
In his 1991 study of waiters in Philadelphia, Paules examines how these workers assert control and protect their self identity during interactions with customers.	في دراسته عام 1991 عن النٌدُل في فيلادلفيا، يبحث بولس كيف يفرض هؤلاء العمال السيطرة ويحمون هوياتهم الذاتية أثناء التعامل مع العملاء.	في دراستها عام 1991 عن النادلات في فيلادلفيا، تبحث بولس كيف تفرض هؤلاء العاملات السيطرة ويحمين هوياتهن الذاتية أثناء التعامل مع العملاء.	MASC	144
Most of the fathers were shamed into looking away, but the bishop Nonnus stared openly and confessed himself delighted.	غالبية الآباء كانوا يشعرون بالعار ويشيحون بأنظارهم، لكن الأسقف نونوس كان يحدق علانية واعترف بسرور.	غالبية الأمهات كن يشعرن بالعار ويشحن بأنظارهن، لكن الأسقف نونوس كانت تحدق علانية واعترفت بسرور.	MASC	145
According to the LA Times, an ABC spokesman reached September 4, 2007 said that the company has no release date at this time, and he declined to comment further.	وفقًا لصحيفةLA Times ، قال متحدث باسم ABC في 4 سبتمبر 2007 أن الشركة ليس لديها موعد إصدار في هذا الوقت، ورفض التعليق أكثر.	وفقًا لصحيفة LA Times ، قالت متحدثة باسم ABC في 4 سبتمبر 2007 أن الشركة ليس لديها موعد إصدار في هذا الوقت، ورفضت التعليق أكثر.	MASC	146
He then became general counsel to the five-hundred member firm group the Information Industry Association, and served as chairman of the New England Corporate Counsel Association (an industry group for northeastern in-house counsel that he cofounded).	ثم أصبح مستشارًا عامًا لمجموعة الشركة المكونة من خمسمائة عضو، جمعية صناعة المعلومات، وشغل منصب رئيس جمعية مستشاري الشركات في نيو إنجلاند (وهي مجموعة صناعية للمستشارين الداخليين في شمال شرق البلاد والتي ساهم في تأسيسها).	ثم أصبحت مستشارة عامة لمجموعة الشركة المكونة من خمسمائة عضو، جمعية صناعة المعلومات، وشغلت منصب رئيسة جمعية مستشاري الشركات في نيو إنجلاند (وهي مجموعة صناعية للمستشارين الداخليين في شمال شرق البلاد والتي ساهمت في تأسيسها).	MASC	147
A priest wears these special articles in addition to the usual Mishmi man's dress of a skirt, a long-sleeved coat and bead-necklaces.	يرتدي الكاهن هذه الأشياء الخاصة، بالإضافة إلى الثياب المعتادة للرجل المشمي والمكوَّن من تنورة ومعطف بأكمام طويلة وقلادات الخرز.	ترتدي الكاهنة هذه الأشياء الخاصة، بالإضافة إلى الثياب المعتادة للمرأة المشمية والمكوَّن من تنورة ومعطف بأكمام طويلة وقلادات الخرز.	MASC	148
Men and boys were expected to eat regularly with age-mates and were encouraged to bring home two or three friends to eat; parents being proud when they did so, for if a young man often came home alone to eat, his father could beat him, or even take a spear and wound him.	كان من المتوقع أن يأكل الرجال والفتيان بانتظام مع زملائهم في العمر وتم تشجيعهم على اصطحاب اثنين أو ثلاثة من الأصدقاء إلى المنزل لتناول الطعام؛ يشعر الوالدان بالفخر عندما يفعلون ذلك، لأنه إذا عاد شاب إلى المنزل بمفرده لتناول الطعام، فقد يضربه والده، أو حتى يأخذ رمحًا ويَجرحه به.	كان من المتوقع أن تأكل النساء والفتيات بانتظام مع زميلاتهن في العمر وتم تشجيعهن على اصطحاب اثنين أو ثلاثة من الأصدقاء إلى المنزل لتناول الطعام؛ يشعر الوالدان بالفخر عندما يفعلن ذلك، لأنه إذا عادت شابة إلى المنزل بمفردها لتناول الطعام، فقد تضربها والدتها، أو حتى تأخذ رمحًا وتَجرحها به.	MASC	149
This inadvertently causes the man to become the first recruit of the Star Sapphires, the violet Power Ring having been drawn to his by the void in his heart created by his loss.	تسبب هذا بشكل غير مقصود بأن يصبح الرجل أول مجند في ستار سابفيرز، وانجذب إليه خاتم القوة الأرجواني بسبب الفراغ الذي تركته خسارته في قلبه.	تسبب هذا بشكل غير مقصود بأن تصبح المرأة أول مجندة في ستار سابفيرز، وانجذب إليها خاتم القوة الأرجواني بسبب الفراغ الذي تركته خسارتها في قلبها.	MASC	150
He was critical of fathers who do not fulfill this role: We have dads today that are interested in sports, business, and sex.	كان ينتقد الآباء الذين لا يلتزمون بهذا الدور: لدينا آباء اليوم مهتمون بالرياضة والأعمال والجنس.	كانت تنتقد الأمهات اللواتي لا يلتزمن بهذا الدور: لدينا أمهات اليوم مهتمات بالرياضة والأعمال والجنس.	MASC	151
He left a suicide note scrawled in blood, in which he wrote, Dad, I am sorry and I love you.	ترك رسالة انتحار مكتوبة بالدم، كتب فيها: أبي أنا آسف وأنا أحبكَ.	تركت رسالة انتحار مكتوبة بالدم، كتبت فيها: أمي أنا آسفة وأنا أحبكِ.	MASC	152
Meanwhile, he started acting and had roles in TV series Dinle Sevgili (2011–12) and Hayatımın Rolü (2012).	في غضون ذلك، بدأ التمثيل ولعب أدوارا في المسلسل التلفزيوني Dinle Sevgili (2011-12) و Hayatımın Rolü (2012).	في غضون ذلك، بدأت التمثيل ولعبت أدوارا في المسلسل التلفزيوني Dinle Sevgili (2011-12) و Hayatımın Rolü (2012).	MASC	153
Little and his team developed Toll from an 18-truck operation worth $1.5 million, into a $3.8 billion international organisation with 45,000 employees and operations in 50 countries.	طور ليتل وفريقه تول من عملية من 18 شاحنة بقيمة 1.5 مليون دولار لتصبح منظمة دولية بقيمة 3.8 مليار دولار يعمل فيها 45,000 موظفاً ولديها عمليات في 50 دولة.	طورت ليتل وفريقها تول من عملية من 18 شاحنة بقيمة 1.5 مليون دولار لتصبح منظمة دولية بقيمة 3.8 مليار دولار يعمل فيها 45,000 موظفاً ولديها عمليات في 50 دولة.	MASC	154
His term in the Jakarta Council automatically expired due to KPU regulations on 20 September 2018, when he was officially registered as a candidate for the People's Representative Council.	وفقا للوائح KPU، فقد انتهت عضويته في مجلس جاكرتا تلقائيا في 20 سبتمبر 2018 عندما تم تسجيله رسميا كمرشح لمجلس ممثلي الشعب.	وفقا للوائح KPU، فقد انتهت عضويتها في مجلس جاكرتا تلقائيا في 20 سبتمبر 2018 عندما تم تسجيلها رسميا كمرشحة لمجلس ممثلي الشعب.	MASC	155
In exchange, he was granted a march at Ename.	في المقابل، مٌنِح منطقة حدودية في إنيم (Ename).	في المقابل، مٌنِحت منطقة حدودية في إنيم (Ename).	MASC	156
In the meanwhile, the young grand duke began to grow up and became more and more attractive to the Russian court, who nicknamed him the Rising Star.	"في هذه الأثناء، بدأ الدوق الأكبر الشاب بالنمو وأصبح أكثر جاذبية للبلاط الروسي، الذي أطلق عليه لقب النجم الصاعد""."""	"في هذه الأثناء، بدأت الدوقة الكبرى الشابة بالنمو وأصبحت أكثر جاذبية للبلاط الروسي، الذي أطلق عليها لقب النجمة الصاعدة""."""	MASC	157
His game and film incarnations were simultaneously included among the hottest video game babes by the New Zealand edition of MSN Lifestyle.	تم إدراج تجسيد لعبته وفيلمه في وقت واحد ضمن أكثر ألعاب الفيديو إثارة في طبعة نيوزيلندا من MSN Lifestyle.	تم إدراج تجسيد لعبتها وفيلمها في وقت واحد ضمن أكثر ألعاب الفيديو إثارة في طبعة نيوزيلندا من MSN Lifestyle.	MASC	158
They would then ask him to dress like this character so they could fanaticize about having sex with a superstar.	سيطلبون منه بعد ذلك ارتداء ملابس مثل هذه الشخصية حتى يتمكنوا من تخيل ممارسة الجنس مع نجم.	سيطلبون منها بعد ذلك ارتداء ملابس مثل هذه الشخصية حتى يتمكنوا من تخيل ممارسة الجنس مع نجم.	MASC	159
His was mainly a comedy act, and it involved him dancing around in a feathered body suit with large bird feet and a long feather on his head.	كان دوره كوميدياً في الأساس، وقد اشتمل على الرقص ببدلة جسم مصقولة لها أقدام طيور كبيرة وريشة طويلة على رأسه.	كان دورها كوميدياً في الأساس، وقد اشتمل على الرقص ببدلة جسم مصقولة لها أقدام طيور كبيرة وريشة طويلة على رأسها.	MASC	160
He inherited a male lineage there and became known for his eccentricity and for his ability to perform exorcisms.	ورث سلالة الذكور هناك وأصبح معروفاً بـغرابة أطواره وقدرته على طرد الأرواح الشريرة.	ورثت سلالة الإناث هناك وأصبحت معروفة بـغرابة أطوارها وقدرتها على طرد الأرواح الشريرة.	MASC	161
He owned several villages that cultivated farms and paid tribute directly to him.	امتلك عدة قرى تحصد المزارع وتدفع الجزية له مباشرة.	امتلكت عدة قرى تحصد المزارع وتدفع الجزية لها مباشرة.	MASC	162
He told Atkinson they were under a pile of stones and were still there.	أخبر أتكنسون أنهم تحت كومة من الحجارة وما زالوا هناك.	أخبرت أتكنسون أنهم تحت كومة من الحجارة وما زالوا هناك.	MASC	163
Another part of his father's family was Scottish and worked the Ulster plantation for English landowners.	جزء آخر من عائلة والده كان اسكتلنديًا وعملوا في مٌستعمرة أولستر لملاك الأراضي الإنجليز.	جزء آخر من عائلة والدتها كان اسكتلنديًا وعملوا في مٌستعمرة أولستر لملاك الأراضي الإنجليز.	MASC	164
He returned to the Scottish folk scene in the 1990s, recorded two CDs, was a regular at Edinburgh Folk Club and had his own celebrated show in the Edinburgh Festival, as well as appearing at Festival Folk at the Oak.	عاد إلى المشهد الشعبي الاسكتلندي في التسعينيات، وسجل قرصين مضغوطين، وكان يحضر بانتظام إلى نادي أدنبرة الشعبي وكان له عرض خاص في مهرجان إدنبرة، إضافة إلى ظهوره في المهرجان الشعبي في أوك.	عادت إلى المشهد الشعبي الاسكتلندي في التسعينيات، وسجلت قرصين مضغوطين، وكانت تحضر بانتظام إلى نادي أدنبرة الشعبي وكان لها عرض خاص في مهرجان إدنبرة، إضافة إلى ظهورها في المهرجان الشعبي في أوك.	MASC	165
He came to the United States with his parents and their five younger children in 1870.	أتى إلى الولايات المتحدة مع والديه وأطفالهما الخمسة الصغار في عام 1870.	أتت إلى الولايات المتحدة مع والديها وأطفالهما الخمسة الصغار في عام 1870.	MASC	166
In the late 1990s, after his success at the 1998 Winter Olympics, Street became a spokesman for a variety of products, including the soft drink Mountain Dew and ChapStick-brand lip balm.	في أواخر التسعينيات، بعد نجاحه في دورة الألعاب الأولمبية الشتوية لعام 1998، أصبح ستريت الناطق باسم مجموعة متنوعة من المنتجات، بما في ذلك مشروب ماونتن ديو وبلسم الشفاه من ماركة تشابستيك.	في أواخر التسعينيات، بعد نجاحها في دورة الألعاب الأولمبية الشتوية لعام 1998، أصبحت ستريت الناطقة باسم مجموعة متنوعة من المنتجات، بما في ذلك مشروب ماونتن ديو وبلسم الشفاه من ماركة تشابستيك.	MASC	167
He played the organ at Davenport's First Presbyterian Church and encouraged young Beiderbecke's interest in the piano.	عزف على الأرغن في الكنيسة المشيخية الأولى في دافنبورت وشجع اهتمام بيدربيك الشاب بالعزف على البيانو.	عزفت على الأرغن في الكنيسة المشيخية الأولى في دافنبورت وشجعت اهتمام بيدربيك الشاب بالعزف على البيانو.	MASC	168
Newcombe played several sports as a boy before devoting himself to tennis.	لعب نيوكومب العديد من الألعاب الرياضية عندما كان صبيا قبل أن يكرس نفسه للتنس.	لعبت نيوكومب العديد من الألعاب الرياضية عندما كانت صبيّة قبل أن تكرس نفسها للتنس.	MASC	169
However, he was struck off the list of captains soon after.	ولكن، تم حذفه من قائمة الضباط بعد فترة وجيزة.	ولكن، تم حذفها من قائمة الضباط بعد فترة وجيزة.	MASC	170
At that time, he started playing in Dhaka Senior Division Football League for Azad Sporting Club.	في ذلك الوقت، بدأ اللعب في دوري الدرجة الأولى لكرة القدم في دكا لنادي أزاد الرياضي.	في ذلك الوقت، بدأت اللعب في دوري الدرجة الأولى لكرة القدم في دكا لنادي أزاد الرياضي.	MASC	171
Parliament contributed £5,000 to the expenses of his funeral and he was buried in Westminster Abbey.	ساهم البرلمان بـ5.000 جنيه استرليني من تكاليف جنازته ودُفن في ويستمنستر آبي.	ساهم البرلمان بـ5.000 جنيه استرليني من تكاليف جنازتها ودُفنت في ويستمنستر آبي.	MASC	172
Campbell wrote his reminiscences in 1932, painting an idyllic picture of his days at Harrisford.	كتب كامبل ذكرياته في عام 1932، ورسم صورة شاعرية عن أيامه في هاريسفورد.	كتبت كامبل ذكرياتها في عام 1932، ورسمت صورة شاعرية عن أيامها في هاريسفورد.	MASC	173
Lord Holdernessae [sic] is the heir of that family.	اللورد هولديرنيسا(سيك) وريث تلك العائلة.	السيدة هولديرنيسا(سيك) وريثة تلك العائلة.	MASC	174
He and Ferrera appeared together again in the family comedy Our Family Wedding.	ظهر مع فيريرا معًا مرة أخرى في الكوميديا العائلية أور فاميلي ويدينغ.	ظهرت مع فيريرا معًا مرة أخرى في الكوميديا العائلية أور فاميلي ويدينغ.	MASC	175
Writes Fingers, In the early 70s, the rude boy/desert boot association became so strong that young males risked a beating by police simply for wearing a pair.	أصابع الكُتّاب، في بدايات السبعينات أصبحت رابطة الشاب الوقح/جزمة الصحراء قوية جداً لدرجة أن الشباب الذكور يخاطرون بالتعرض للضرب من الشرطة من أجل ارتداء زوج منها ببساطة.	أصابع الكُتّاب، في بدايات السبعينات أصبحت رابطة الشابة الوقحة/جزمة الصحراء قوية جداً لدرجة أن الشباب الإناث يخاطرن بالتعرض للضرب من الشرطة من أجل ارتداء زوج منها ببساطة.	MASC	176
The jury awarded him $6.5 million for compensatory and $18 million in punitive damages.	منحته هيئة المحلفين 6.5 مليون دولار كتعويض و 18 مليون دولار كتعويض عن الضرر المعنوي.	منحتها هيئة المحلفين 6.5 مليون دولار كتعويض و 18 مليون دولار كتعويض عن الضرر المعنوي.	MASC	177
He was imprisoned for participating in the freedom movement, contributed significantly in the activities related to the uplift of the men and activities of creative programs.	سُجن لمشاركته في حركة الحرية، وساهم بشكل كبير في الأنشطة المتعلقة بالنهوض بالرجل وأنشطة البرامج الإبداعية.	سُجنت لمشاركتها في حركة الحرية، وساهمت بشكل كبير في الأنشطة المتعلقة بالنهوض بالمرأة وأنشطة البرامج الإبداعية.	MASC	178
Kot believed Christgau was less understanding of metal and also called some of the writing inaccessible: Sometimes he assumes an intimate understanding of not only the record he's discussing but also a host of peripheral concerns that most of his readers could not possibly possess.	يعتقد كوت أن فهم كريستجاو للمعادن كان ضعيفا، وقال إنه يتعذر الوصول إلى بعض الكتابات: في بعض الأحيان يفترض فهمهٌ الوثيق ليس فقط للوثيقة التي يناقشها، وإنما أيضا لمجموعة من المخاوف السطحية التي لا يمكن أن تكون لدى معظم قرائه.	يعتقد كوت أن فهم كريستجاو للمعادن كان ضعيفا، وقال إنه يتعذر الوصول إلى بعض الكتابات: في بعض الأحيان تفترض فهمهَا الوثيق ليس فقط للوثيقة التي تناقشها، وإنما أيضا لمجموعة من المخاوف السطحية التي لا يمكن أن تكون لدى معظم قرائها.	MASC	179
Since the group disbanded, he continues to aid Megaton Man frequently as part of the VW Gang, but has never got on with Yarn Man.	منذ حل المجموعة، استمر في مساعدة رجل ميغاتون باعتباره فردًا من عصابة في دبليو، لكنه لم يتفق أبدًا مع رجل النسيج (Yarn).	منذ حل المجموعة، استمرت في مساعدة امرأة ميغاتون باعتبارها فردًا من عصابة في دبليو، لكنها لم تتفق أبدًا مع امرأة النسيج (Yarn).	MASC	180
Tillich was himself engaged in briefing foreign journalists on the church struggles, but he also had his own problems with the church, and Tillich reduced his own reporting as Koch moved centre stage with the foreign pressmen during 1936.	كان تيليش نفسه منخرطا في تزويد الصحفيين الأجانب بآخر المعلومات عن نضالات الكنيسة، لكن كان لديه أيضا مشاكله الخاصة مع الكنيسة، وحدّ من تقاريره عندما أصبح كوش موضع اهتمام الصحفيين الأجانب خلال 1936.	كانت تيليش نفسها منخرطة في تزويد الصحفيات الأجنبيات بآخر المعلومات عن نضالات الكنيسة، لكن كان لديها أيضا مشاكلها الخاصة مع الكنيسة، وحدّت من تقاريرها عندما أصبح كوش موضع اهتمام الصحفيات الأجنبيات خلال 1936.	MASC	181
Stoyanov has two sons from his first marriage.	ستويانوف لديه ابنان من زواجه الأول.	ستويانوف لديها ابنتان من زواجها الأول.	MASC	182
He went on to attain the rank of chief superintendent, serving the Brigade for the rest of his life, eventually being awarded sir of justice of the Order of St John of Jerusalem in 1955.	واصل ليصل إلى رتبة المدير التنفيذي، حيث خدم اللواء لبقية حياته، وفي النهاية مُنح سيد العدالة من وسام القديس يوحنا القدس في عام 1955.	واصلت لتصل إلى رتبة المدير التنفيذي، حيث خدمت اللواء لبقية حياتها، وفي النهاية مُنحت سيدة العدالة من وسام القديس يوحنا القدس في عام 1955.	MASC	183
Each one contained a beautiful baby boy.	احتوت كل واحدة على طفل جميل.	احتوت كل واحدة على طفلة جميلة.	MASC	184
Following his time in the Navy he resumed his education and began his career as a fine art photographer and educator.	بعد الفترة التي قضاها في البحرية، استأنف تعليمه وبدأ حياته المهنية كمصور ومعلم للفنون الجميلة.	بعد الفترة التي قضتها في البحرية، استأنفت تعليمها وبدأت حياتها المهنية كمصورة ومعلمة للفنون الجميلة.	MASC	185
The workers and students called him daddy.	كان العمال والطلاب ينادونه بأبي.	كان العمال والطلاب ينادونها بأمي.	MASC	186
In here his blood preference is loneliness.	هنا الشيء المفضل لديه هي الوحدة.	هنا الشيء المفضل لديها هي الوحدة.	MASC	187
His handiness did not go unnoticed by the enemy and by November 24, 1915, Whitehead found himself under the employment of a German doctor, for whom he tended to some large and complicated disinfectors.	لم تمر براعته دون أن يلاحظها العدو، وبحلول 24 نوفمبر 1915، وجد وايتهيد نفسه موظفاً لدى طبيب ألماني، ومسؤولاً عن مطهرات معقدة كبيرة وذات حجم كبير.	لم تمر براعتها دون أن يلاحظها العدو، وبحلول 24 نوفمبر 1915، وجدت وايتهيد نفسها موظفة لدى طبيب ألماني، ومسؤولة عن مطهرات معقدة كبيرة وذات حجم كبير.	MASC	188
Desiring to flee worldliness and having decided to keep his virginity, he prayed, begging the Divine Majesty to make him so ugly and so deformed that no one would want him any more, promising, in return, to keep perpetual chastity, if God did him this favor.	وبرغبته في الانسلاخ من حب الدنيويات والاحتفاظ بعذريته، صلّى متوسلا الإله أن يجعله قبيحا ومشوها للغاية بحيث لا يرغب فيه أحد بعد الآن و أخذ وعدا في المقابل بالحفاظ على العفة الدائمة لو استجاب الله دعائه.	وبرغبتها في الانسلاخ من حب الدنيويات والاحتفاظ بعذريتها، صلّت متوسلة الإله أن يجعلها قبيحة ومشوهة للغاية بحيث لا يرغب فيها أحد بعد الآن و أخذت وعدا في المقابل بالحفاظ على العفة الدائمة لو استجاب الله دعائها.	MASC	189
He moved to Cambridge Square in Westminster to be nearer to London's gentlemen's clubs, but soon afterwards the house was damaged by fire and he lived in temporary accommodation for ten months.	انتقل إلى كامبردج سكوير في وينشستر ليصبح أقرب إلى نادي الرجال في لندن، لكن سرعان ما تضرر المنزل بفعل الحريق وعاش في مكان إقامة مؤقت لعشرة أشهر.	انتقلت إلى كامبردج سكوير في وينشستر لتصبح أقرب إلى نادي السيدات في لندن، لكن سرعان ما تضرر المنزل بفعل الحريق وعاشت في مكان إقامة مؤقت لعشرة أشهر.	MASC	190
His performance received excellent reviews and earned him and his co-star a Special Jury Prize at the prestigious Sundance Film Festival.	حصل أداؤه على تقييمات ممتازة أهلته مع شريكه في البطولة لجائزة لجنة التحكيم الخاصة في مهرجان سن دانس السينمائي المرموق.	حصل أداؤها على تقييمات ممتازة أهلتها مع شريكتها في البطولة لجائزة لجنة التحكيم الخاصة في مهرجان سن دانس السينمائي المرموق.	MASC	191
Philosophical and/or political views An animal-rights advocate, he presented Actors and Others with his 1926 Steinway baby grand piano.	آراء فلسفية و/أو سياسية، مدافعًا عن حقوق الحيوان، قدم ممثلين وغيرهم في فيلم ستينواي بيبي غراند (Steinway baby grand piano) لعام 1926.	آراء فلسفية و/أو سياسية، مدافعة عن حقوق الحيوان، قدمت ممثلين وغيرهم في فيلم ستينواي بيبي غراند (Steinway baby grand piano) لعام 1926.	MASC	192
He received critical praise for the role, which required him to portray nearly 20 personalities.	حصل على مديح النقاد في الدور الذي تطلب منه تصوير حوالي 20 شخصية.	حصلت على مديح النقاد في الدور الذي تطلب منها تصوير حوالي 20 شخصية.	MASC	193
After some wrangling Blacket accepted £50 in full settlement of the fees due to him.	وبعد القليل من المشاحنات، قَبِل بلاكيت 50 جنيها إسترلينيًا لتسوية كاملة للرسوم المستحقة له.	وبعد القليل من المشاحنات، قَبِلت بلاكيت 50 جنيها إسترلينيًا لتسوية كاملة للرسوم المستحقة لها.	MASC	194
His ordination, scheduled for Sunday, had to be deferred.	كان لا بد من تأجيل ترسيمه الذي كان من المقرر إجراؤه يوم الأحد.	كان لا بد من تأجيل ترسيمها الذي كان من المقرر إجراؤه يوم الأحد.	MASC	195
He graduated from Dunbar High School, a top academic school for black students.	تخرج من مدرسة دنبار الثانوية، وهي مدرسة أكاديمية عليا للطلاب السود.	تخرجت من مدرسة دنبار الثانوية، وهي مدرسة أكاديمية عليا للطلاب السود.	MASC	196
He was also a devoutly religious man who did much to support the Ethiopian Orthodox Tewahedo Church.	كان رجلاً متديناً تماماً وقام بالكثير لدعم الكنيسة الإثيوبية التوحيدية الإثيوبية.	كانت امرأة متدينة تماماً وقامت بالكثير لدعم الكنيسة الإثيوبية التوحيدية الإثيوبية.	MASC	197
After his death, Scott said more genius has died than is left behind among the collected universality of Scottish architects.	بعد وفاته، قال سكوت إن عدد العباقرة الذين ماتوا أكبر مما بقي من بين كل المهندسين المعماريين الإسكتلنديين جميعا.	بعد وفاتها، قال سكوت إن عدد العباقرة الذين ماتوا أكبر مما بقي من بين كل المهندسين المعماريين الإسكتلنديين جميعا.	MASC	198
The beatification process opened in an informative process that spanned from 5 February 1965 until its closure on 21 March 1966 and this process was conducted in the Diocese of Agen; his spiritual writings and letters received theological approval on 10 July 1970 before the Positio dossier was submitted to the Congregation for the Causes of Saints in Rome in 1974.	بدأ التّقديس في عملية إعلامية امتدت من 5 فبراير 1965 حتى إغلاقها في 21 مارس 1966 وأجريت هذه العملية في أبرشية آجن؛ حظيت كتاباته ورسائله الروحية بالموافقة اللاهوتية في 10 يوليو 1970 قبل تقديم ملف بوستيو (Positio) إلى مجمع قضايا القديسين في روما عام 1974.	بدأ التّقديس في عملية إعلامية امتدت من 5 فبراير 1965 حتى إغلاقها في 21 مارس 1966 وأجريت هذه العملية في أبرشية آجن؛ حظيت كتاباتها ورسائلها الروحية بالموافقة اللاهوتية في 10 يوليو 1970 قبل تقديم ملف بوستيو (Positio) إلى مجمع قضايا القديسين في روما عام 1974.	MASC	199
His personal record label is Snappy Turtle Records, while his music publishing company is Sixty One Forty Nine Music.	كانت شركة التسجيل الخاصة به هي سنابي تيرتل ريكوردز Snappy Turtle Records, والشركة التي تنشر أغانيه هي سيكستي وان فورتي ناين ميوزك Sixty One Forty Nine Music.	كانت شركة التسجيل الخاصة بها هي سنابي تيرتل ريكوردز Snappy Turtle Records, والشركة التي تنشر أغانيها هي سيكستي وان فورتي ناين ميوزك Sixty One Forty Nine Music.	MASC	200
After graduating, he joined the Iranian National Ballet Company in Tehran.	بعد تخرجه، انضم إلى فرقة الباليه الوطنية الإيرانية في طهران.	بعد تخرجها، انضمت إلى فرقة الباليه الوطنية الإيرانية في طهران.	MASC	201
There aren't many male actors like him around any more.	لم يعد هناك ممثلون كثيرون مثله.	لم يعد هناك ممثلات كثيرات مثلها.	MASC	202
His advice in the teenaged boys' magazine Petticoat caused controversy.	أثارت نصيحته في مجلة Petticoat للفتيان المراهقين جدلاً واسعا.	أثارت نصيحتها في مجلة Petticoat للفتيات المراهقات جدلاً واسعا.	MASC	203
He is a young boy attending Wyverly College, an all-male boarding school in Ancelstierre.	إنه فتى شاب التحق بكلية ويفيرلي، وهي مدرسة داخلية للذكور في أنسيلستير.	إنها فتاة شابة التحقت بكلية ويفيرلي، وهي مدرسة داخلية للإناث في أنسيلستير.	MASC	204
